case_id,case_description,offense_category,rephrased_query,cited_sections,gold_sections,hit_rate,mrr,section_precision,section_recall,section_f1,correct_act_cited,ipc_reference_count,fabricated_section_count,grounding_score,hallucination_flag,rephrase_latency_sec,retrieval_latency_sec,generation_latency_sec,total_latency_sec,offense_category_hit,offense_keyword_coverage,completeness_score,key_issue_coverage,answer_relevance_score,context_relevance_score,answer_length_words,has_safety_disclaimer
28,A man kidnapped his ex-wife's 6-year-old child from her home and fled to a different state.,kidnapping from lawful guardianship,"Pursuant to Article 22 of the Bharatiya Nyaya Sanhita 2023 (BNS), please determine whether the offence of wrongful confinement under Section 3(1)(a) of BNS has been committed, as the 6-year-old child was forcibly taken away from his mother's lawful custody. Furthermore, under Article 21 of BNSS, what is the legal procedure to be followed to effect the arrest and extradition of the perpetrator from the other state, and what search and seizure mechanisms can be employed to recover the child from the perpetrator's custody?

Additionally, in light of Article 25 of the Bharatiya Sakshya Adhiniyam 2023 (BSA), identify the relevant legal presumptions and inferences that may be drawn from the facts of this case, such as the presumption of guilt under Section 25(1)(a) of BSA and the burden of proof on the perpetrator, and provide guidance on the admissibility of evidence, including statements made by the child to the mother or other witnesses.",263|127|253|3,137|329,0,0.0,0.0,0.0,0.0,1,0,0,0.75,0,4.275,0.1,102.514,106.889,1,0.4,0.4,1.0,0.1316,0.1093,325,0
29,Several girls from a village were promised nursing jobs abroad but were taken to a city and forced into the flesh trade.,trafficking for sexual exploitation,"Pursuant to Section 321 (Trafficking of persons for sexual exploitation) of the Bharatiya Nyaya Sanhita 2023 (BNS), a complaint is filed under the provisions of Section 154 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) for the registration of an FIR against the perpetrators. 

In this regard, it is requested to summon the victims and the accused under Section 61 of the BNSS for deposition. The statements of the victims and other relevant witnesses may be recorded under Article 43 of the Bharatiya Sakshya Adhiniyam 2023 (BSA) to gather evidence of the crime. Further, the court may direct the investigation agency to collect and preserve physical evidence, including documents, photographs, and other materials, in accordance with the provisions of Article 57 of the BSA.",61|321|154,144|98|138,0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,5.846,0.078,46.939,52.863,1,0.2,0.1,0.5,0.18,0.0379,100,0
30,A couple bought a 4-year-old boy from an orphanage caretaker who had no authority to sell children.,buying child for exploitation,"Pursuant to Article 123(1)(a) of the Bharatiya Nyaya Sanhita 2023, it is requested to determine whether the couple is liable under Section 315 of the BNS for knowingly purchasing a minor from an unauthorised person, who is thereby guilty of Section 317 of the BNS. Furthermore, pursuant to Article 34 of the Bharatiya Nagarik Suraksha Sanhita 2023, it is sought to know the admissibility of evidence under the BSA in proving the unauthorised person's lack of authority to sell the minor, as well as the couple's cognisance of the same, thereby establishing their complicity under the BNS.",4|317|111|339|314,99|97,0,0.0,0.0,0.0,0.0,1,0,0,0.8,0,2.932,0.082,93.841,96.855,1,0.6,0.2857,1.0,0.1579,0.0581,256,0
31,Three men on a motorcycle snatched my gold chain while I was walking on the road and one of them showed a knife.,robbery / snatching,"Pursuant to Article 321, Section 3 of the Bharatiya Nyaya Sanhita 2023 (BNS), I seek clarification on the potential liability of the perpetrators in relation to the alleged commission of offences under Article 151 (theft) and Article 326 (extortion or putting a person in fear of injury in order to commit extortion) of the BNS.

Further, I seek guidance on the applicability of Article 235 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) in relation to the registration of a First Information Report (FIR) and the subsequent investigation into the alleged incident.

Additionally, I seek to know the applicability of Article 147 of the Bharatiya Sakshya Adhiniyam 2023 (BSA) in relation to the admissibility of evidence comprising the testimony of eyewitnesses and the presence of a knife as an exhibit, as well as any potential implications of Section 5 of the BSA regarding the use of circumstantial evidence.",111|5|1|303|113|46,309|304|303,1,0.125,0.1667,0.3333,0.2222,1,0,0,0.8333,0,5.398,0.093,104.177,109.667,1,0.6,0.4444,1.0,0.113,0.0752,315,0
32,"A gang of seven armed men broke into a jewellery shop at night, tied up the watchman, and looted all the gold and cash.",dacoity,"**Petition for Investigation and Prosecution**

To the Honourable Magistrate under Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS),

**Incident Description**:

On a date to be determined, at approximately [insert time], a burglary was committed at a jewellery shop located at [insert address]. The perpetrators, described as a gang of seven armed men, forcibly entered the premises and proceeded to restrain the watchman, who was subsequently bound and rendered incapable of resisting their actions. Subsequently, the perpetrators perpetrated an act of theft, removing gold and cash from the shop.

**Enquiry and Action Required**:

Pursuant to Article 23(1) of Bharatiya Nyaya Sanhita 2023 (BNS), I request that an investigation be conducted into the above-mentioned incident under Section 13 of BNSS. Given the presence of seven perpetrators and the circumstances surrounding the incident, I respectfully request that the perpetrators be charged under Section 5(1) of BNS, specifically with the offence of 'Burglary and Theft by a Gang', as defined under Section 5(2) of BNS.

**Evidentiary Support**:

In support of this petition, I request that the investigation proceed with the collection of evidence, including:

- Witness testimonies, including that of the restrained watchman
- Physical evidence, including any fingerprints, DNA profiles, or other identifiable markers found at the scene
- Security footage, if available
- Any other relevant information that may aid in the identification and prosecution of the perpetrators

**Request for Protection and Witness Protection**:

In light of the brazen nature of this crime and the involvement of a gang, I respectfully request that the Honourable Magistrate take necessary steps to ensure the safety and security of the shop's owner, the restrained watchman, and any other witnesses who may be called to testify. Pursuant to Section 17 of BNSS, I request that the Honourable Magistrate take steps to protect the identities and safety of the witnesses.

**Conclusion**:

In conclusion, I respectfully request that the Honourable Magistrate take immediate action to investigate this incident, identify the perpetrators, and ensure that they are brought to justice under the laws of Bharatiya Nyaya Sanhita 2023 (BNS) and Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS). In accordance with Bharatiya Sakshya Adhiniyam 2023 (BSA), I request that the evidence collected during the investigation be preserved and presented in a manner that is admissible in court.

**Respectfully submitted**,

[Your Name]",78|111|5|1|109|303|46|309,310|311|127,0,0.0,0.0,0.0,0.0,1,0,0,0.875,0,7.676,0.235,110.268,118.179,1,0.6,0.2143,0.6,0.1474,0.0907,283,0
33,A local goon demands monthly protection money from shopkeepers in my area and beats those who refuse to pay.,extortion,"Pursuant to Article 5(1) of the Bharatiya Nyaya Sanhita 2023 (BNS), I seek clarification on the legality of the actions perpetrated by the individual demanding and extorting 'protection money' from shopkeepers, and the subsequent infliction of physical harm upon those who refuse to comply, thereby allegedly committing offenses under Article 12(2)(a) of the BNS.

Furthermore, I inquire as to the applicability of Article 21(3) of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) to this situation, specifically with regards to the powers of law enforcement agencies to investigate and apprehend the accused perpetrator under Section 96 of the BNSS. 

Additionally, I seek guidance on the admissibility of evidence under Article 14(2) of the Bharatiya Sakshya Adhiniyam 2023 (BSA) that may be obtained from the complainants, witnesses, and any other relevant parties involved in the incident, to ascertain the veracity of the allegations and facilitate a just trial under the BNS.",4|96|111|5|356|1|314,308|115|351,0,0.0,0.0,0.0,0.0,1,0,0,0.8571,0,5.611,0.112,101.783,107.505,1,0.6,0.2,0.75,0.092,0.0533,242,0
34,"While returning from an ATM at night, two people held me at gunpoint and took away all my cash and debit card.",robbery with deadly weapon,"Pursuant to Article 123 of the Bharatiya Nyaya Sanhita 2023 (BNS), I request clarification regarding the applicability of Section 384 (""Extortion by putting a person in fear of death or grievous hurt"") in the instant case, where two individuals, allegedly armed with a firearm, restrained me against my will and forcibly confiscated my cash and debit card at night. Further, I seek guidance on the procedure to be followed under Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) for registering a complaint and obtaining a First Information Report (FIR) in light of Section 2(d) (""Information relating to an offence"") of the Act. Additionally, I would like to know the admissibility of evidence under Bharatiya Sakshya Adhiniyam 2023 (BSA) in relation to the circumstances surrounding the incident, particularly with regard to the identification of the perpetrators and the recovery of the stolen items.",2|111|229|384|209,309|311|312,0,0.0,0.0,0.0,0.0,1,0,1,0.6,0,20.884,0.105,101.547,122.537,1,0.6,0.2,0.5,0.0734,0.0798,231,0
35,"A group of dacoits attacked a village, looted houses, and assaulted several villagers causing serious injuries.",dacoity with attempt to cause death or grievous hurt,"In light of the recent amendments to the Bharatiya Nyaya Sanhita 2023 (BNS) and Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), we seek clarification on the following:

Pursuant to Article 121 of the BNS, which defines dacoity, whether the group of individuals in question constitutes an unlawful assembly under Section 121(2) BNS, thereby attracting the provisions of Section 121(3) BNS, which pertains to the punishment for dacoity.

Additionally, under the BNSS, whether the acts of looting and assault committed by the group against the villagers amount to a cognizable offence under Section 190 BNSS, thereby warranting immediate arrest and investigation under the provisions of Section 55 BNSS.

Furthermore, we inquire about the admissibility of evidence in this case, particularly in light of Article 27 of the Bharatiya Sakshya Adhiniyam 2023 (BSA), which deals with the burden of proof in cases of collective criminal liability.",311|1|310|58|312|254,310|311|117,1,0.5,0.3333,0.6667,0.4444,1,0,0,1.0,0,0.974,0.112,94.496,95.582,1,1.0,0.6667,1.0,0.1062,0.1364,349,0
36,Someone showed me a knife in a train and forcibly took my laptop bag and wallet.,robbery in means of transportation,"Petition for Registration of Offence and Investigation under the Bharatiya Nyaya Sanhita 2023 (BNS) and the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS).

To the Hon'ble Magistrate,

I, [Your Name], being the victim of a criminal offence, submit this petition under Article 10 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) seeking registration of an FIR and initiation of investigation into the commission of a cognizable offence as defined under Section 4(1)(a) of the Bharatiya Nyaya Sanhita 2023 (BNS).

On [Date], while I was travelling by train, the accused person, unknown to me, forcibly took my laptop bag and wallet after displaying a knife, thereby committing an act of extortion and causing a threat to my life and safety under Section 5 of the Bharatiya Nyaya Sanhita 2023 (BNS).

Pursuant to Section 5 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), I request that an FIR be registered and an investigation be conducted under the supervision of a Magistrate, as per Section 16 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS).

I request that the investigation be conducted under the provisions of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) and the evidence be collected and preserved in accordance with the provisions of the Bharatiya Sakshya Adhiniyam 2023 (BSA).

I pray that this petition be treated as a public interest litigation and that the Hon'ble Magistrate may pass such orders as deemed fit and proper in the circumstances of the case.

Verification: I, [Your Name], being the victim, hereby verify the contents of this petition and declare that the information furnished is true to the best of my knowledge and belief.

Signature: [Your Signature]
Date: [Date]",4|5|56|109|46|62,309|134|305,0,0.0,0.0,0.0,0.0,1,0,0,1.0,0,5.099,0.166,90.158,95.423,1,0.5,0.0909,0.25,0.069,0.0964,224,0
37,"A person claiming to be a police officer stopped my car, showed a fake ID, and demanded cash to let me go without a 'challan'.",extortion by impersonation of public servant,"Pursuant to Article 121 of the Bharatiya Nyaya Sanhita 2023 (BNS), I hereby submit the following formal legal query:

Whether the act of the individual, posing as a police officer, displaying a counterfeit official identification (Article 123, BNS) and extorting cash in lieu of issuing a challan, constitutes the offence of impersonation under Article 135 of the BNS and/or the offence of extortion under Article 139 of the BNS, as per BNSS, 2023.

Furthermore, I seek to invoke Article 217 of the BNSS, 2023, to enquire as to whether the actions of the aforementioned individual fall within the definition of 'public servant' under the said legislation, and whether they have committed the offence of 'breach of public duty' under Article 141 of the BNS.

In addition, under Section 12 of the Bharatiya Sakshya Adhiniyam 2023 (BSA), I request that you consider the admissibility of the following pieces of evidence: (i) the fake ID displayed by the individual, (ii) any eyewitness accounts or testimony of the incident, and (iii) any corroborative evidence that may have been collected during the course of the alleged extortion.",123|308|141|342|217|135,308|204|319,1,0.1429,0.1667,0.3333,0.2222,1,0,0,0.3333,1,6.549,0.115,109.188,115.852,1,0.8,0.2727,0.5,0.0762,0.0661,262,0
38,"Armed robbers hijacked a delivery truck on the highway, tied the driver, and stole the entire consignment of electronics.",highway robbery,"Pursuant to Article 321, Sub-section I, BNS 2023, is the hijacking of a delivery truck on the highway an offence of 'Dacoity' as defined under Article 322, Sub-section II, BNS 2023?

Further, under Article 401, Sub-section II, BNSS 2023, what are the prescribed procedures for the registration of a First Information Report (FIR) in this incident, and what are the requisite steps for the police to take in the initial stages of investigation?

Additionally, under Article 503, Sub-section III, BSA 2023, what are the admissibility and relevance of the tied driver's statement as an eyewitness account in the trial, considering the driver was allegedly under duress at the time of the incident?",253|340|58|109|231|254,309|311|127|303,0,0.0,0.0,0.0,0.0,1,0,0,1.0,0,5.779,0.093,76.103,81.975,1,0.6,0.1818,0.5,0.0568,0.0812,258,0
39,My servant stole cash and gold ornaments from my almirah using a duplicate key he had secretly made.,theft by servant,"**Complaint for Theft under the Bharatiya Nyaya Sanhita 2023 (BNS)**

To Whom It May Concern,

I, [Name], a resident of [Address], lodged a complaint under Article 318(1) of the Bharatiya Nyaya Sanhita 2023 (BNS) against my servant, [Servant's Name], for the commission of the offence of theft.

**Facts of the Case:**

It is alleged that on or about [Date], my servant, [Servant's Name], knowingly and fraudulently used a duplicate key he had secretly made to gain unauthorized access to my almirah and thereby committed the offence of theft, as defined under Article 318(1) of the BNS.

**Particulars of the Offence:**

The stolen items include cash and gold ornaments, the total value of which is estimated to be [Amount]. I request that an investigation be conducted under Article 35 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) to determine the extent of the theft and to recover the stolen property.

**Request for Relief:**

I pray that the Honourable Court may take cognizance of the offence committed by my servant and proceed to try him in accordance with the provisions of the BNS. I also request that the Court may grant such relief as may be deemed fit and proper, including but not limited to, compensation for the loss suffered by me.

**Verification:**

I hereby verify that the contents of this complaint are true to the best of my knowledge and belief.

**Signature of Complainant:**

[Signature of Complainant]

**Date:**

[Date]",303|306,306|303|305,1,1.0,1.0,0.6667,0.8,1,0,0,1.0,0,6.865,0.191,99.507,106.563,1,0.8,0.7273,0.75,0.1364,0.0511,159,0
40,"A known criminal gang has been robbing buses on rural roads; they stop the bus, beat passengers, and take all valuables.",belonging to gang of robbers,"Pursuant to Article 45 of the Bharatiya Nyaya Sanhita 2023 (BNS), we seek an opinion on whether the activities of the known criminal gang constitute the commission of a cognizable offence under Chapter 3, 'Offences Affecting the Human Body', Section 14 (1) (g) read with Section 14 (2) (h), BNS, which deals with 'Grievous Hurt' and 'Causing Hurt by Dangerous Weapons or Means', respectively.

Furthermore, under Article 23 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), we request a clarification on the procedure for arresting and detaining the suspects, considering that the offence is likely to be punishable under Section 21 (1) (a) BNSS, relating to 'Arrest without Warrant'.

Additionally, under Article 11 of the Bharatiya Sakshya Adhiniyam 2023 (BSA), we seek guidance on the admissibility of evidence collected from the crime scene, including any statements made by eyewitnesses, in light of the provisions governing 'Relevant Evidence' and 'Relevant Facts' within Chapter 2, 'General Principles of Evidence', BSA.",113|14|148|111,313|309|310,0,0.0,0.0,0.0,0.0,1,0,0,0.75,0,5.054,0.134,57.823,63.011,1,0.6667,0.4545,1.0,0.0515,0.1172,304,0
41,A real-estate agent collected advance money for a flat that he had already sold to someone else.,cheating,"Under the provisions of the Bharatiya Nyaya Sanhita 2023 (BNS), please clarify whether the actions of the real-estate agent in collecting advance money for a flat that he had already sold to someone else would constitute an offence under Article 123 (Cheating) or Article 125 (Punishment for fraud or deceit by a person in authority).

Additionally, under the provisions of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), what would be the procedure for registering a First Information Report (FIR) against the real-estate agent, and what would be the powers of the police in investigating this case, specifically under Section 13 (Power to investigate cognizable offences) and Section 20 (Police officer's power to record statement of victims).

Furthermore, under the provisions of the Bharatiya Sakshya Adhiniyam 2023 (BSA), what would be the standard of proof required to establish the guilt of the real-estate agent, specifically under Article 45 (Burden of proof), and how would the court evaluate the credibility of the evidence presented, including any documents or witnesses, under Article 67 (Evaluation of evidence).",123|125|314,318|319,0,0.0,0.0,0.0,0.0,1,0,0,0.3333,1,10.954,0.113,94.602,105.669,1,0.8,0.0,0.0,0.1081,0.0979,290,0
42,An accountant in our company siphoned off funds by creating fake invoices and transferring money to his personal account.,criminal breach of trust and falsification of accounts,"Pursuant to Article 12 of the Bharatiya Nyaya Sanhita 2023 (BNS), it is reported that a case of misappropriation of company funds is suspected against an accountant. The alleged perpetrator is believed to have perpetrated this offense by creating fictitious invoices and thereby diverting company funds into his personal account, violating the principles of honesty and accountability.

In conformity with the provisions of Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), it is requested to initiate an investigation to ascertain the veracity of the allegations and to determine the extent of the misappropriation. Further, under Section 96 of BNSS, it is necessary to identify and seize relevant financial records, documents, and evidence related to the alleged offense, including bank statements and invoices.

Pursuant to Article 23 of the Bharatiya Sakshya Adhiniyam 2023 (BSA), we request that you consider the admissibility of the evidence collected, including electronic records and witness statements, in accordance with the principles of relevance, reliability, and authenticity.",339|344|335|303|314,314|344|316,1,1.0,0.4,0.6667,0.5,1,0,0,1.0,0,6.553,0.119,107.818,114.49,1,0.2,0.25,0.75,0.2407,0.0338,97,0
43,I purchased a used car online; the seller provided forged RC and insurance documents and the car turned out to be stolen.,cheating and forgery,"In light of the provisions of the Bharatiya Nyaya Sanhita 2023 (BNS), I request clarification on the following:

Pursuant to Article 256 of BNS, whether the act of providing forged Registration Certificate (Article 101, BNS) and forged insurance documents (Article 102, BNS) to induce the sale of a vehicle constitutes an offence under BNS.

Furthermore, in view of the provisions of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), Article 123, whether the complainant's rights under BNSS have been violated, and whether a First Information Report (FIR) needs to be registered in this case.

Additionally, under the provisions of the Bharatiya Sakshya Adhiniyam 2023 (BSA), Article 201, what is the admissibility of the forged documents as evidence (Article 205, BSA), and whether the stolen status of the vehicle can be established as a fact (Article 203, BSA).",338|339|335|341|340|303,318|336|340,1,0.3333,0.1667,0.3333,0.2222,1,0,0,1.0,0,3.272,0.095,92.682,96.049,1,0.6,0.7273,1.0,0.1053,0.1352,414,0
44,A courier agent collected valuables for delivery but never delivered them and switched off his phone.,criminal misappropriation,"Pursuant to the provisions of Bharatiya Nyaya Sanhita 2023 (BNS), whether the actions of the courier agent constitute an offence under Article 279(1)(a) of BNS, specifically theft or misappropriation of entrusted property, by virtue of Section 2(f) of BNS, defined as ""property"" including any valuable security or document or any other valuable thing.

Further, whether the subsequent conduct of the courier agent in switching off his phone, as per Article 279(2) of BNS, amounts to an obstruction of justice or concealment of evidence, thereby attracting the penal provisions of Article 279(3) of BNS.

Additionally, under the framework of Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), what is the appropriate course of action for the complainant to register a First Information Report (FIR) and initiate the investigation process as mandated by Article 14(1) of BNSS, specifically in light of Section 2(b) of BNSS, which defines a 'reportable offence'.

Lastly, in the context of Bharatiya Sakshya Adhiniyam 2023 (BSA), how does the burden of proof and the standard of proof apply to the prosecution in this case, particularly considering the principles enshrined in Article 5(1) of BSA, which states that the burden of proof lies on the prosecution, and Article 7(1) of BSA, which requires the prosecution to prove the guilt of the accused beyond reasonable doubt.",1|59|46|253,314|318,0,0.0,0.0,0.0,0.0,1,0,0,1.0,0,7.165,0.146,65.489,72.799,1,0.8,0.4444,1.0,0.1062,0.0881,338,0
45,A man called my elderly mother pretending to be a bank officer and got her to share OTP; Rs 2 lakh was withdrawn from her account.,cyber fraud / cheating by personation,"Pursuant to Article 420 of the Bharatiya Nyaya Sanhita 2023, a complaint is lodged against an individual for allegedly committing the offence of cheating by impersonation. The accused allegedly made a false representation to the complainant's elderly mother, impersonating a bank officer, thereby inducing her to disclose her One-Time Password (OTP) and resulting in an unauthorized withdrawal of Rs 2 lakh from her account. This incident is sought to be investigated under Article 102(1) of the Bharatiya Nagarik Suraksha Sanhita 2023, and evidence is required to be collected and presented in conformity with the provisions of Chapter III, Section 12 of the Bharatiya Sakshya Adhiniyam 2023.",2|339|335|12|314,319|318|351,0,0.0,0.0,0.0,0.0,1,0,0,0.8,0,10.555,0.07,72.223,82.848,1,0.4,0.2667,0.75,0.0989,0.0769,197,0
46,My business partner secretly transferred company funds to his personal account and denied any knowledge of it.,criminal breach of trust,"Pursuant to Article 320(1) of the Bharatiya Nyaya Sanhita 2023 (BNS) - ""Fraudulent dealings and misappropriation of property"" - and Section 123 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) - ""Cognizance of offences by Magistrate"", whether a Magistrate shall take cognizance of the alleged offence of misappropriation of company funds by my business partner, where the accused has denied any knowledge of the transaction and its subsequent transfer to his personal account, and if so, under what conditions and procedure as per Article 456(3) of the Bharatiya Nyaya Sanhita 2023 (BNS) - ""Investigation and inquiry"" and Section 245 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) - ""Investigation""?


Additionally, under Article 190 of the Bharatiya Sakshya Adhiniyam 2023 (BSA) - ""Burden of proof"", what is the burden of proof on the prosecution to establish the guilt of the accused in this case, and under what circumstances, if any, can the accused's denial of knowledge be considered as evidence under Article 127 of the Bharatiya Sakshya Adhiniyam 2023 (BSA) - ""Evidence of good faith"".",339|335|1|303|314,314|316,1,1.0,0.2,0.5,0.2857,1,0,0,1.0,0,5.087,0.136,69.911,75.134,1,0.6,0.3333,0.6667,0.1212,0.0914,324,0
47,A fake charity collected donations from the public for flood relief but used all the money for personal expenses.,cheating and misappropriation,"Petition for Relief: 

Seeking direction under Bharatiya Nyaya Sanhita 2023 (BNS), whether the acts of the accused constitute an offence punishable under Article 228(B) ""Misappropriation of Charitable Donations"" (pertaining to fraudulent collection of funds for a public cause).

In this context, seeking clarification on the applicability of BNSS Section 45(2), which pertains to the procedure for registration of charities, and the subsequent steps to be taken under BNSS Section 46(1) for investigation and prosecution of the accused.

Further, under Bharatiya Sakshya Adhiniyam 2023 (BSA), seeking guidance on the admissibility of documentary evidence, as per Article 21(A) ""Bank Statements and Transaction Records as Evidence"", to establish the accused's misappropriation of charitable donations.",197|45|1|228|46,318|314,0,0.0,0.0,0.0,0.0,1,0,0,0.4,1,0.979,0.094,84.338,85.412,1,0.2,0.1,0.3333,0.1235,0.0676,211,0
48,A jeweller replaced my real diamond with a fake one during a repair and returned the fake stone claiming it was mine.,cheating,"**Complaint under Section 384 of Bharatiya Nyaya Sanhita 2023 (BNS)**

To the Hon'ble Magistrate,

I, [Name], a citizen of India, herein submit a complaint against [Jeweller's Name], a jeweller by profession, for committing an offence under Section 384 of Bharatiya Nyaya Sanhita 2023 (BNS).

**Facts of the Case:**

On [Date], I entrusted [Jeweller's Name] with my diamond for repair and cleaning. However, upon receiving the item back from him, I discovered that the diamond had been replaced with a fake stone. When I brought this to his notice, he falsely claimed that the fake stone was indeed my original diamond.

**Request for Action:**

I respectfully request that an FIR be registered against [Jeweller's Name] under Section 384 of Bharatiya Nyaya Sanhita 2023 (BNS) for cheating and dishonestly inducing delivery of my property. I also request that necessary proceedings be initiated against him for his alleged wrongful act, as per the provisions of Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS).

**Supporting Evidence:**

I am prepared to provide any additional evidence as may be required to support my complaint, in accordance with the provisions of Bharatiya Sakshya Adhiniyam 2023 (BSA).

**Verification:**

I hereby verify that the facts stated in this complaint are true to the best of my knowledge and belief.

**Signature:**
[Your Signature]
[Date]",338|356|1|341|384|303|247|314,318|314,1,1.0,0.125,0.5,0.2,1,0,1,0.875,0,5.734,0.167,103.46,109.363,1,0.5,0.625,1.0,0.117,0.0814,213,0
49,I paid a travel agent Rs 3 lakh for a holiday package but no bookings were ever made and he is now unreachable.,cheating and absconding,"Complaint under Section 403, BNS (Cheating by a person in authority), alleging commission of offence by the travel agent for causing a loss of Rs 3,00,000 (three lakhs) to the complainant. 

Pursuant to Section 202, BNSS, pray that the police conduct an investigation into the disappearance of the travel agent and take measures to secure his presence to face the legal proceedings, as his unavailability appears to be a deliberate attempt to evade the law.

Under Section 60, BSA (Burden of proof), request that the burden of proving the travel agent's innocence be shifted to him, as the complainant has already provided sufficient evidence to demonstrate that the travel agent committed the offence of cheating.

Additionally, under Section 32, BSA (Opinion and reputation), pray that the court admit the complainant's testimony regarding the travel agent's unprofessional conduct and the resultant loss suffered by the complainant.",403|202|60|32,318|314,1,1.0,0.0,0.0,0.0,1,0,1,0.0,1,6.14,0.101,56.628,62.869,1,0.4,0.1,0.3333,0.0506,0.0459,204,0
50,A builder collected money from twenty buyers for the same ten flats by showing forged allotment letters.,cheating and forgery,"Pursuant to Section 409 of Bharatiya Nyaya Sanhita 2023 (BNS), a case of criminal breach of trust has been committed by the builder, as he collected money from twenty buyers on the pretext of allotting them ten flats, utilizing the allotment letters which were forged. 

We request clarification on the following:
- Whether the builder's actions amount to cheating under Section 417 of BNS, specifically in relation to the buyers who were shown forged allotment letters, and
- Whether the BNSS (Bharatiya Nagarik Suraksha Sanhita 2023) provisions regarding the lodging of FIR and the subsequent investigation procedure will be applicable in this case, specifically section Article 159 of BNSS regarding the duty of the police to investigate criminal offenses.

Furthermore, we seek clarification on the admissibility of the forged allotment letters as evidence under Bharatiya Sakshya Adhiniyam 2023 (BSA), specifically Section 60 regarding the admissibility of documents and electronic records as evidence, and Article 87 regarding the proof of documents.",2|60|417|1|409|334|314,318|336|338,0,0.0,0.0,0.0,0.0,1,0,2,0.5714,0,11.467,0.091,98.114,109.672,1,0.6,0.4286,0.75,0.131,0.0548,220,0
51,"A person published a false article in the newspaper accusing me of corruption without any evidence, damaging my reputation.",defamation,"Pursuant to the provisions of the Bharatiya Nyaya Sanhita 2023 (BNS), the complainant seeks to initiate an action against an individual who, in a publication, made a knowingly false accusation of corruption against the complainant Article 123(1)(iii) of BNS, thereby causing harm to the complainant's reputation. 

The complainant seeks to invoke the provisions of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) for the purpose of registering a complaint and obtaining relief, specifically in relation to the sections governing the protection of reputation and the prevention of harm caused by false information (Article 47 of BNSS).

The complainant also seeks to apply the relevant principles of evidence as enshrined in the Bharatiya Sakshya Adhiniyam 2023 (BSA), particularly with respect to the admissibility and evaluation of evidence in support of the complaint, including the burden of proof and the standard of proof required to establish the commission of the alleged offense (Article 11 of BSA).",197|355|232|353,356,0,0.0,0.0,0.0,0.0,1,0,0,1.0,0,5.003,0.088,77.821,82.913,1,0.6,0.375,0.6667,0.0526,0.0443,91,0
52,A factory in our residential area releases toxic fumes every night causing breathing problems for all the residents.,public nuisance,"To: Hon'ble Magistrate, 

Pursuant to Article 123(1) of the Bharatiya Nyaya Sanhita 2023 (BNS), it is submitted that a grievous offence under Article 45(2)(a) of the BNS is being committed by the factory in our residential area, resulting in harm to the residents, specifically causing respiratory distress. 

Under Article 17(3) of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), an FIR is hereby requested to be registered against the factory owner for violating the Environmental Protection Act, 1986 and endangering the health, safety, and well-being of the residents. 

Pursuant to Article 31(2) of the BNSS, an investigation under the direction of a Magistrate is sought to be initiated to determine the culpability of the factory owner. 

Furthermore, it is prayed that the Magistrate may consider issuing an interim order under Article 42(4) of the BNSS to direct the factory to immediately cease operations and install appropriate pollution control measures. 

It is also requested that the Magistrate may direct the concerned authorities to conduct a thorough investigation under Article 51(1) of the BNS to ascertain the extent of environmental damage caused by the factory. 

Please consider this prayer and direct the respondents to comply with the orders of this Hon'ble Court. 

Thank you.",1|118|324|314,270|280|292,0,0.0,0.0,0.0,0.0,1,0,0,1.0,0,5.341,0.119,105.355,110.814,1,0.8,0.25,0.6667,0.131,0.0509,217,0
