article_id,act_id,article_number,heading,full_text
CONST_1950_Art263,CONST_1950,263,263.,"263. 
Provisions with respect to an inter-State Council.
PART XII
FINANCE, PROPERTY, CONTRACTS AND SUITS
FINANCE 
264."
CONST_1950_Art265,CONST_1950,265,265.,"265. 
Taxes not to be imposed save by authority of law."
CONST_1950_Art266,CONST_1950,266,266.,"266.
Consolidated Funds and public accounts of India and of the"
CONST_1950_Art267,CONST_1950,267,267.,"267.
Contingency Fund.
Distribution of Revenues between the Union and the States"
CONST_1950_Art268,CONST_1950,268,268.,"268. 
Duties levied by the Union but collected and appropriated by the 
[268A.
Service tax levied by Union and collected by the Union and the"
CONST_1950_Art269,CONST_1950,269,269.,"269.
Taxes levied and collected by the Union but assigned to the"
CONST_1950_Art269A,CONST_1950,269A,269A.,"269A.
Levy and collection of goods and services tax in course of interState trade or commerce."
CONST_1950_Art270,CONST_1950,270,270.,"270.
Taxes levied and distributed between the Union and the States."
CONST_1950_Art271,CONST_1950,271,271.,"271.
Surcharge on certain duties and taxes for purposes of the Union.
[272.
Taxes which are levied and collected by the Union and may be 
distributed between the Union and the States."
CONST_1950_Art273,CONST_1950,273,273.,"273. 
Grants in lieu of export duty on jute and jute products."
CONST_1950_Art274,CONST_1950,274,274.,"274.
Prior recommendation of President required to Bills affecting 
taxation in which States are interested.

(xix)"
CONST_1950_Art275,CONST_1950,275,275.,"275.
Grants from the Union to certain States."
CONST_1950_Art276,CONST_1950,276,276.,"276. 
Taxes on professions, trades, callings and employments."
CONST_1950_Art277,CONST_1950,277,277.,"277.
Savings.
[278.
Agreement with States in Part B of the First Schedule with 
regard to certain financial matters."
CONST_1950_Art279,CONST_1950,279,279.,"279. 
Calculation of “net proceeds”, etc."
CONST_1950_Art279A,CONST_1950,279A,279A.,"279A.
Goods and Services Tax Council."
CONST_1950_Art280,CONST_1950,280,280.,"280.
Finance Commission."
CONST_1950_Art281,CONST_1950,281,281.,"281.
Recommendations of the Finance Commission.

Miscellaneous Financial Provisions"
CONST_1950_Art282,CONST_1950,282,282.,"282. 
Expenditure defrayable by the Union or a State out of its 
revenues."
CONST_1950_Art283,CONST_1950,283,283.,"283.
Custody, etc., of Consolidated Funds, Contingency Funds and 
moneys credited to the public accounts."
CONST_1950_Art284,CONST_1950,284,284.,"284.
Custody of suitors’ deposits and other moneys received by 
public servants and courts."
CONST_1950_Art285,CONST_1950,285,285.,"285.
Exemption of property of the Union from State taxation."
CONST_1950_Art286,CONST_1950,286,286.,"286.
Restrictions as to imposition of tax on the sale or purchase of 
goods."
CONST_1950_Art287,CONST_1950,287,287.,"287.
Exemption from taxes on electricity."
CONST_1950_Art288,CONST_1950,288,288.,"288.
Exemption from taxation by States in respect of water or 
electricity in certain cases."
CONST_1950_Art289,CONST_1950,289,289.,"289.
Exemption of property and income of a State from Union 
taxation."
CONST_1950_Art290,CONST_1950,290,290.,"290.
Adjustment in respect of certain expenses and pensions."
CONST_1950_Art290A,CONST_1950,290A,290A.,"290A.
Annual payment to certain Devaswom Funds.
[291.
Privy purse sums of Rulers.
BORROWING"
CONST_1950_Art292,CONST_1950,292,292.,"292.
Borrowing by the Government of India."
CONST_1950_Art293,CONST_1950,293,293.,"293.
Borrowing by States.

(xx)
PROPERTY, CONTRACTS, RIGHTS, LIABILITIES,
OBLIGATIONS AND SUITS"
CONST_1950_Art294,CONST_1950,294,294.,"294.
Succession to property, assets, rights, liabilities and obligations 
in certain cases."
CONST_1950_Art295,CONST_1950,295,295.,"295.
Succession to property, assets, rights, liabilities and obligations 
in other cases."
CONST_1950_Art296,CONST_1950,296,296.,"296.
Property accruing by escheat or lapse or as bona vacantia.
 297.
Things of value within territorial waters or continental shelf and 
resources of the exclusive economic zone to vest in the Union.
 298.
Power to carry on trade, etc.
 299.
Contracts.
 300.
Suits and proceedings.
RIGHT TO PROPERTY"
CONST_1950_Art300A,CONST_1950,300A,300A.,"300A.
Persons not to be deprived of property save by authority of law.
PART XIII
TRADE, COMMERCE AND INTERCOURSE 
WITHIN THE TERRITORY OF INDIA"
CONST_1950_Art301,CONST_1950,301,301.,"301.
Freedom of trade, commerce and intercourse."
CONST_1950_Art302,CONST_1950,302,302.,"302.
Power of Parliament to impose restrictions on trade, commerce 
and intercourse."
CONST_1950_Art303,CONST_1950,303,303.,"303.
Restrictions on the legislative powers of the Union and of the 
States with regard to trade and commerce."
CONST_1950_Art304,CONST_1950,304,304.,"304.
Restrictions on trade, commerce and intercourse among States."
CONST_1950_Art305,CONST_1950,305,305.,"305.
Saving of existing laws and laws providing for State monopolies.
[306.
Power of certain States in Part B of the First Schedule to 
impose restrictions on trade and commerce.
Omitted]"
CONST_1950_Art307,CONST_1950,307,307.,"307.
Appointment of authority for carrying out the purposes of 
articles 301 to 304.
PART XIV
SERVICES UNDER THE UNION AND THE STATES
SERVICES
308.

(xxi)"
CONST_1950_Art309,CONST_1950,309,309.,"309.
Recruitment and conditions of service of persons serving the 
Union or a State."
CONST_1950_Art310,CONST_1950,310,310.,"310. 
Tenure of office of persons serving the Union or a State."
CONST_1950_Art311,CONST_1950,311,311.,"311. 
Dismissal, removal or reduction in rank of persons employed in 
civil capacities under the Union or a State."
CONST_1950_Art312,CONST_1950,312,312.,"312.
All-India services."
CONST_1950_Art312A,CONST_1950,312A,312A.,"312A. 
Power of Parliament to vary or revoke conditions of service of 
officers of certain services."
CONST_1950_Art313,CONST_1950,313,313.,"313.
Transitional provisions.
[314.
Provision for protection of existing officers of certain services.

CHAPTER II.—PUBLIC SERVICE COMMISSIONS 
 315. 
Public Service Commissions for the Union and for the States."
CONST_1950_Art316,CONST_1950,316,316.,"316.
Appointment and term of office of members."
CONST_1950_Art317,CONST_1950,317,317.,"317.
Removal and suspension of a member of a Public Service 
Commission."
CONST_1950_Art318,CONST_1950,318,318.,"318.
Power to make regulations as to conditions of service of 
members and staff of the Commission."
CONST_1950_Art319,CONST_1950,319,319.,"319.
Prohibition as to the holding of offices by members of 
Commission on ceasing to be such members."
CONST_1950_Art320,CONST_1950,320,320.,"320.
Functions of Public Service Commissions."
CONST_1950_Art321,CONST_1950,321,321.,"321.
Power to extend functions of Public Service Commissions."
CONST_1950_Art322,CONST_1950,322,322.,"322.
Expenses of Public Service Commissions."
CONST_1950_Art323,CONST_1950,323,323.,"323.
Reports of Public Service Commissions.
PART XIVA
TRIBUNALS"
CONST_1950_Art323A,CONST_1950,323A,323A.,"323A.
Administrative tribunals."
CONST_1950_Art323B,CONST_1950,323B,323B.,"323B.
Tribunals for other matters.

(xxii)
PART XV 
ELECTIONS
 324. 
Superintendence, direction and control of elections to be vested 
in an Election Commission.
 325. 
No person to be ineligible for inclusion in, or to claim to be 
included in a special, electoral roll on grounds of religion, race, 
caste or sex.
 326. 
Elections to the House of the People and to the Legislative 
Assemblies of States to be on the basis of adult suffrage."
CONST_1950_Art327,CONST_1950,327,327.,"327.
Power of Parliament to make provision with respect to elections 
to Legislatures."
CONST_1950_Art328,CONST_1950,328,328.,"328.
Power of Legislature of a State to make provision with respect to 
elections to such Legislature."
CONST_1950_Art329,CONST_1950,329,329.,"329.
Bar to interference by courts in electoral matters.
 [329A. 
Special provision as to elections to Parliament in the case of 
Prime Minister and Speaker.
PART XVI
SPECIAL PROVISIONS RELATING TO CERTAIN 
CLASSES
330."
CONST_1950_Art330A,CONST_1950,330A,330A.,"330A. 
Reservation of seats for Scheduled Castes and Scheduled Tribes 
in the House of the People. 
Reservation of seats for women in the House of the People."
CONST_1950_Art331,CONST_1950,331,331.,"331.
Representation of the Anglo-Indian community in the House of 
the People.
332."
CONST_1950_Art332A,CONST_1950,332A,332A.,"332A.
Reservation of seats for Scheduled Castes and Scheduled Tribes 
in the Legislative Assemblies of the States. 
Reservation of seats for women in the Legislative Assemblies of 
the States."
CONST_1950_Art333,CONST_1950,333,333.,"333.
Representation of the Anglo-Indian community in the 
Legislative Assemblies of the States.
334."
CONST_1950_Art334A,CONST_1950,334A,334A.,"334A.
Reservation of seats and special representation to cease after
certain period.
Reservation of seats for women take effect."
CONST_1950_Art335,CONST_1950,335,335.,"335.
Claims of Scheduled Castes and Scheduled Tribes to services 
and posts.

(xxiii)"
CONST_1950_Art336,CONST_1950,336,336.,"336.
Special provision for Anglo-Indian community in certain 
services."
CONST_1950_Art337,CONST_1950,337,337.,"337.
Special provision with respect to educational grants for the 
benefit of Anglo-Indian Community. 
 338. 
National Commission for Scheduled Castes."
CONST_1950_Art338A,CONST_1950,338A,338A.,"338A.
National Commission for Scheduled Tribes."
CONST_1950_Art338B,CONST_1950,338B,338B.,"338B.
National Commission for Backward Classes.
 339. 
Control of the Union over the administration of Scheduled Areas 
and the welfare of Scheduled Tribes."
CONST_1950_Art340,CONST_1950,340,340.,"340.
Appointment of a Commission to investigate the conditions of 
backward classes.
 341. 
Scheduled Castes. 
 342. 
Scheduled Tribes."
CONST_1950_Art342A,CONST_1950,342A,342A.,"342A.
Socially and educationally backward classes.
PART XVII
OFFICIAL LANGUAGE
CHAPTER I.—LANGUAGE OF THE UNION"
CONST_1950_Art343,CONST_1950,343,343.,"343.
Official language of the Union.
 344. 
Commission and Committee of Parliament on official language. 
REGIONAL LANGUAGES"
CONST_1950_Art345,CONST_1950,345,345.,"345.
Official language or languages of a State."
CONST_1950_Art346,CONST_1950,346,346.,"346.
Official language for communication between one State and 
another or between a State and the Union."
CONST_1950_Art347,CONST_1950,347,347.,"347.
Special provision relating to language spoken by a section of the 
population of a State.
LANGUAGE OF THE SUPREME COURT,
HIGH COURTS, ETC."
CONST_1950_Art348,CONST_1950,348,348.,"348.
Language to be used in the Supreme Court and in the High 
Courts and for Acts, Bills, etc."
CONST_1950_Art349,CONST_1950,349,349.,"349.
Special procedure for enactment of certain laws relating to 
language.

(xxiv)
SPECIAL DIRECTIVES"
CONST_1950_Art350,CONST_1950,350,350.,"350.
Language to be used in representations for redress of grievances."
CONST_1950_Art350A,CONST_1950,350A,350A.,"350A.
Facilities for instruction in mother-tongue at primary stage."
CONST_1950_Art350B,CONST_1950,350B,350B.,"350B.
Special Officer for linguistic minorities."
CONST_1950_Art351,CONST_1950,351,351.,"351.
Directive for development of the Hindi language.
PART XVIII
EMERGENCY PROVISIONS
 352. 
Proclamation of Emergency.
 353. 
Effect of Proclamation of Emergency. 
 354.
Application of provisions relating to distribution of revenues 
while a Proclamation of Emergency is in operation.
 355.
Duty of the Union to protect States against external aggression 
and internal disturbance."
CONST_1950_Art356,CONST_1950,356,356.,"356.
Provisions in case of failure of constitutional machinery in"
CONST_1950_Art357,CONST_1950,357,357.,"357.
Exercise of legislative powers under Proclamation issued under 
article 356."
CONST_1950_Art358,CONST_1950,358,358.,"358.
Suspension of provisions of article 19 during emergencies."
CONST_1950_Art359,CONST_1950,359,359.,"359.
Suspension of the enforcement of the rights conferred by Part III 
during emergencies.
[359A.
Application of this Part to the State of Punjab."
CONST_1950_Art360,CONST_1950,360,360.,"360.
Provisions as to financial emergency.
PART XIX
MISCELLANEOUS"
CONST_1950_Art361,CONST_1950,361,361.,"361.
Protection of President and Governors and Rajpramukhs."
CONST_1950_Art361A,CONST_1950,361A,361A.,"361A.
Protection of publication of proceedings of Parliament and State 
Legislatures."
CONST_1950_Art361B,CONST_1950,361B,361B.,"361B.
Disqualification for appointment on remunerative political post.
[362.
Rights and privileges of Rulers of Indian States."
CONST_1950_Art363,CONST_1950,363,363.,"363.
Bar to interference by courts in disputes arising out of certain 
treaties, agreements, etc."
CONST_1950_Art363A,CONST_1950,363A,363A.,"363A.
Recognition granted to Rulers of Indian States to cease and privy 
purses to be abolished.

(xxv)"
CONST_1950_Art364,CONST_1950,364,364.,"364.
Special provisions as to major ports and aerodromes."
CONST_1950_Art365,CONST_1950,365,365.,"365.
Effect of failure to comply with, or to give effect to, directions 
given by the Union. 
366."
CONST_1950_Art367,CONST_1950,367,367.,"367.
PART XX
AMENDMENT OF THE CONSTITUTION"
CONST_1950_Art368,CONST_1950,368,368.,"368.
Power of Parliament to amend the Constitution and procedure 
therefor. 
PART XXI
TEMPORARY, TRANSITIONAL AND 
SPECIAL PROVISIONS"
CONST_1950_Art369,CONST_1950,369,369.,"369.
Temporary power to Parliament to make laws with respect to 
certain matters in the State List as if they were matters in the 
Concurrent List."
CONST_1950_Art370,CONST_1950,370,370.,"370.
Temporary provisions with respect to the State of Jammu and 
Kashmir."
CONST_1950_Art371,CONST_1950,371,371.,"371.
Special provision with respect to the States of Maharashtra and 
Gujarat."
CONST_1950_Art371A,CONST_1950,371A,371A.,"371A.
Special provision with respect to the State of Nagaland.
371B .
Special provision with respect to the State of Assam."
CONST_1950_Art371C,CONST_1950,371C,371C.,"371C.
Special provision with respect to the State of Manipur."
CONST_1950_Art371D,CONST_1950,371D,371D.,"371D.
Special provisions with respect to the State of Andhra Pradesh or 
the State of Telangana."
CONST_1950_Art371E,CONST_1950,371E,371E.,"371E.
Establishment of Central University in Andhra Pradesh."
CONST_1950_Art371F,CONST_1950,371F,371F.,"371F.
Special provisions with respect to the State of Sikkim."
CONST_1950_Art371G,CONST_1950,371G,371G.,"371G.
Special provision with respect to the State of Mizoram."
CONST_1950_Art371H,CONST_1950,371H,371H.,"371H.
Special provision with respect to the State of Arunachal Pradesh.
371-I.
Special provision with respect to the State of Goa."
CONST_1950_Art371J,CONST_1950,371J,371J.,"371J.
Special provisions with respect to the State of Karnataka."
CONST_1950_Art372,CONST_1950,372,372.,"372.
Continuance in force of existing laws and their adaptation."
CONST_1950_Art372A,CONST_1950,372A,372A.,"372A.
Power of the President to adapt laws.

(xxvi)"
CONST_1950_Art373,CONST_1950,373,373.,"373. 
Power of President to make order in respect of persons under 
preventive detention in certain cases."
CONST_1950_Art374,CONST_1950,374,374.,"374. 
Provisions as to Judges of the Federal Court and proceedings 
pending in the Federal Court or before His Majesty in Council."
CONST_1950_Art375,CONST_1950,375,375.,"375.
Courts, authorities and officers to continue to function subject to 
the provisions of the Constitution."
CONST_1950_Art376,CONST_1950,376,376.,"376. 
Provisions as to Judges of High Courts."
CONST_1950_Art377,CONST_1950,377,377.,"377. 
Provisions as to Comptroller and Auditor-General of India."
CONST_1950_Art378,CONST_1950,378,378.,"378.
Provisions as to Public Service Commissions."
CONST_1950_Art378A,CONST_1950,378A,378A.,"378A.
Special provision as to duration of Andhra Pradesh Legislative 
Assembly.
[379.
Provisions as to provisional Parliament and the Speaker and 
Deputy Speaker thereof.
[380.
Provision as to President.
[381.
Council of Ministers of the President.
[382.
Provisions as to provisional Legislatures for States in Part A of 
the First Schedule.
[383.
Provision as to Governors of Provinces. 
[384.
Council of Ministers of the Governors.
[385.
Provision as to provisional Legislatures in States in Part B of the 
First Schedule.
[386. 
Council of Ministers for States in Part B of the First Schedule. 
[387.
Special provision as to determination of population for the 
purposes of certain elections.
[388.
Provisions as to the filling of casual vacancies in the provisional
Parliament 
provisional 
Legislatures
[389.
Provision as to Bills pending in the Dominion Legislatures and 
in the Legislatures of Provinces and Indian States.

(xxvii)
[390. 
Money received or raised or expenditure incurred between the 
commencement of the Constitution and the 31st day of March, 
1950. 
[391. 
Power of the President to amend the First and Fourth Schedules 
in certain contingencies."
CONST_1950_Art392,CONST_1950,392,392.,"392.
Power of the President to remove difficulties.
PART XXII
SHORT TITLE, COMMENCEMENT, 
AUTHORITATIVE TEXT
IN HINDI AND REPEALS
 393. 
Short title."
CONST_1950_Art394,CONST_1950,394,394.,"394.
Commencement."
CONST_1950_Art394A,CONST_1950,394A,394A.,"394A.
Authoritative text in the Hindi language."
CONST_1950_Art395,CONST_1950,395,395.,"395.
Repeals.
SCHEDULES
FIRST SCHEDULE 
I. —The States.
II. —The Union territories.
SECOND SCHEDULE
PART A—Provisions as to the President and the Governors of States.
PART B— [Omitted.]
PART C—Provisions as to the Speaker and the Deputy Speaker of the 
House of the People and the Chairman and the Deputy 
Chairman of the Council of States and the Speaker and 
the Deputy Speaker of the Legislative Assembly and the 
Chairman and the Deputy Chairman of the Legislative 
Council of a State. 
PART D— Provisions as to the Judges of the Supreme Court and of the High Courts.
PART E— Provisions as to the Comptroller and Auditor-General of India.
THIRD SCHEDULE— Forms of Oaths or Affirmations.

(xxviii)
FOURTH SCHEDULE—Allocation of seats in the Council of States.
FIFTH SCHEDULE—
Provisions as to the Administration and Control of Scheduled Areas 
and Scheduled Tribes 
PART A—General.
PART B—Administration and Control of Scheduled Areas and 
Scheduled Tribes. 
PART C— Scheduled Areas.
PART D—Amendment of the Schedule.
SIXTH SCHEDULE—
Provisions as to the Administration of Tribal Areas in the States of 
Assam, Meghalaya, Tripura and Mizoram.
SEVENTH SCHEDULE—
 List I — Union List. 
 List II— State List. 
List III— Concurrent List.
EIGHTH SCHEDULE— Languages.
NINTH SCHEDULE—Validation of certain Acts and Regulations.
TENTH SCHEDULE— Provisions as to disqualification on ground of
defection.
ELEVENTH SCHEDULE—Powers, authority and responsibilities of Panchayats.
TWELFTH SCHEDULE—Powers, authority and responsibilities of 
Municipalities, etc.
APPENDICES
APPENDIX I.—The Constitution (One Hundredth Amendment) Act, 2015.
APPENDIX II.—The Constitution (Application to Jammu and Kashmir) 
Order, 2019.
APPENDIX III.— Declaration under article 370(3) of the Constitution.

PREAMBLE
WE, THE PEOPLE OF INDIA, having solemnly resolved to constitute 
India into a 
1[SOVEREIGN SOCIALIST SECULAR DEMOCRATIC 
REPUBLIC] and to secure to all its citizens:
JUSTICE, social, economic and political;

LIBERTY of thought, expression, belief, faith and worship;
EQUALITY of status and of opportunity;
and to promote among them all
FRATERNITY assuring the dignity of the individual and the 2[unity 
and integrity of the Nation];
IN OUR CONSTITUENT ASSEMBLY this twenty-sixth day of 
November, 1949, do HEREBY ADOPT, ENACT AND GIVE TO 
OURSELVES THIS CONSTITUTION."
CONST_1950_Art1,CONST_1950,1,"1. Subs. by the Constitution (Forty-second Amendment) Act, 1976, s.2, for ""SOVEREIGN","1. Subs. by the Constitution (Forty-second Amendment) Act, 1976, s.2, for ""SOVEREIGN 
DEMOCRATIC REPUBLIC"" (w.e.f. 3-1-1977)."
CONST_1950_Art2,CONST_1950,2,"2. Subs. by s. 2, ibid., for ""Unity of the Nation"" (w.e.f. 3-1-1977).","2. Subs. by s. 2, ibid., for ""Unity of the Nation"" (w.e.f. 3-1-1977).

PART I
THE UNION AND ITS TERRITORY"
CONST_1950_Art3,CONST_1950,3,"3. Formation of new States and alteration of areas,","3. Formation of new States and alteration of areas, 
boundaries or names of existing States.—Parliament may by law—
(a) form a new State by separation of territory from any 
State or by uniting two or more States or parts of States or by 
uniting any territory to a part of any State;
(b) increase the area of any State;
(c) diminish the area of any State;
(d) alter the boundaries of any State;
(e) alter the name of any State:"
CONST_1950_Art4,CONST_1950,4,4. Laws made under articles 2 and 3 to provide for the,"4. Laws made under articles 2 and 3 to provide for the 
amendment of the First and the Fourth Schedules and 
supplemental, incidental and consequential matters.—(1) Any law 
referred to in article 2 or article 3 shall contain such provisions for the 
amendment of the First Schedule and the Fourth Schedule as may be 
necessary to give effect to the provisions of the law and may also 
contain such supplemental, incidental and consequential provisions 
(including provisions as to representation in Parliament and in the 
Legislature or Legislatures of the State or States affected by such law) 
as Parliament may deem necessary.
(2) No such law as aforesaid shall be deemed to be an 
amendment of this Constitution for the purposes of article 368."
CONST_1950_Art5,CONST_1950,5,5. Citizenship at the commencement of the Constitution,"5. Citizenship at the commencement of the Constitution.—At the 
commencement of this Constitution, every person who has his domicile in the 
territory of India and—
(a) who was born in the territory of India; or 
(b) either of whose parents was born in the territory of India; or
(c) who has been ordinarily resident in the territory of India for 
not less than five years immediately preceding such commencement, 
shall be a citizen of India."
CONST_1950_Art6,CONST_1950,6,6. Rights of citizenship of certain persons who have migrated to,"6. Rights of citizenship of certain persons who have migrated to 
India from Pakistan.—Notwithstanding anything in article 5, a person who 
has migrated to the territory of India from the territory now included in 
Pakistan shall be deemed to be a citizen of India at the commencement of this 
Constitution if—
(a) he or either of his parents or any of his grand-parents was born 
in India as defined in the Government of India Act, 1935 (as originally 
enacted); and
(b)(i) in the case where such person has so migrated before the 
nineteenth day of July, 1948, he has been ordinarily resident in the 
territory of India since the date of his migration, or
(ii) in the case where such person has so migrated on or after the 
nineteenth day of July, 1948, he has been registered as a citizen of India 
by an officer appointed in that behalf by the Government of the 
Dominion of India on an application made by him therefor to such 
officer before the commencement of this Constitution in the form and 
manner prescribed by that Government:
Provided that no person shall be so registered unless he has been resident 
in the territory of India for at least six months immediately preceding the date 
of his application."
CONST_1950_Art7,CONST_1950,7,7. Rights of citizenship of certain migrants to Pakistan,"7. Rights of citizenship of certain migrants to Pakistan.—
Notwithstanding anything in articles 5 and 6, a person who has after the first 
day of March, 1947, migrated from the territory of India to the territory now 
included in Pakistan shall not be deemed to be a citizen of India:

(Part II.—Citizenship)
Provided that nothing in this article shall apply to a person who, after 
having so migrated to the territory now included in Pakistan, has returned to the 
territory of India under a permit for resettlement or permanent return issued by 
or under the authority of any law and every such person shall for the purposes 
of clause (b) of article 6 be deemed to have migrated to the territory of India 
after the nineteenth day of July, 1948."
CONST_1950_Art8,CONST_1950,8,8. Rights of citizenship of certain persons of Indian origin residing,"8. Rights of citizenship of certain persons of Indian origin residing 
outside India.—Notwithstanding anything in article 5, any person who or 
either of whose parents or any of whose grand-parents was born in India as 
defined in the Government of India Act, 1935 (as originally enacted), and who 
is ordinarily residing in any country outside India as so defined shall be deemed 
to be a citizen of India if he has been registered as a citizen of India by the 
diplomatic or consular representative of India in the country where he is for the 
time being residing on an application made by him therefor to such diplomatic 
or consular representative, whether before or after the commencement of this 
Constitution, in the form and manner prescribed by the Government of the 
Dominion of India or the Government of India."
CONST_1950_Art9,CONST_1950,9,9. Persons voluntarily acquiring citizenship of a foreign State not to,"9. Persons voluntarily acquiring citizenship of a foreign State not to 
be citizens.—No person shall be a citizen of India by virtue of article 5, or be 
deemed to be a citizen of India by virtue of article 6 or article 8, if he has 
voluntarily acquired the citizenship of any foreign State."
CONST_1950_Art10,CONST_1950,10,10. Continuance of the rights of citizenship,"10. Continuance of the rights of citizenship.—Every person who is or 
is deemed to be a citizen of India under any of the foregoing provisions of this 
Part shall, subject to the provisions of any law that may be made by Parliament, 
continue to be such citizen."
CONST_1950_Art11,CONST_1950,11,11. Parliament to regulate the right of citizenship by law,"11. Parliament to regulate the right of citizenship by law.—Nothing 
in the foregoing provisions of this Part shall derogate from the power of 
Parliament to make any provision with respect to the acquisition and 
termination of citizenship and all other matters relating to citizenship.

FUNDAMENTAL RIGHTS"
CONST_1950_Art12,CONST_1950,12,12. Definition,"12. Definition.—In this Part, unless the context otherwise requires, “the 
State” includes the Government and Parliament of India and the Government 
and the Legislature of each of the States and all local or other authorities within 
the territory of India or under the control of the Government of India."
CONST_1950_Art13,CONST_1950,13,13. Laws inconsistent with or in derogation of the fundamental,"13. Laws inconsistent with or in derogation of the fundamental 
rights.—(1) All laws in force in the territory of India immediately before the 
commencement of this Constitution, in so far as they are inconsistent with the 
provisions of this Part, shall, to the extent of such inconsistency, be void.
(2) The State shall not make any law which takes away or abridges the 
rights conferred by this Part and any law made in contravention of this clause 
shall, to the extent of the contravention, be void.
(3) In this article, unless the context otherwise requires,—
(a) “law” includes any Ordinance, order, bye-law, rule, regulation, 
notification, custom or usage having in the territory of India the force of 
law;
(b) “laws in force” includes laws passed or made by a Legislature 
or other competent authority in the territory of India before the 
commencement of this Constitution and not previously repealed, 
notwithstanding that any such law or any part thereof may not be then in 
operation either at all or in particular areas.
1[(4) Nothing in this article shall apply to any amendment of this 
Constitution made under article 368.]
Right to Equality"
CONST_1950_Art14,CONST_1950,14,14. Equality before law,"14. Equality before law.—The State shall not deny to any person 
equality before the law or the equal protection of the laws within the territory of 
India."
CONST_1950_Art15,CONST_1950,15,"15. Prohibition of discrimination on grounds of religion, race, caste,","15. Prohibition of discrimination on grounds of religion, race, caste, 
sex or place of birth.—(1) The State shall not discriminate against any citizen 
on grounds only of religion, race, caste, sex, place of birth or any of them.
(2) No citizen shall, on grounds only of religion, race, caste, sex, place of 
birth or any of them, be subject to any disability, liability, restriction or 
condition with regard to—"
CONST_1950_Art16,CONST_1950,16,16. Equality of opportunity in matters of public employment,"16. Equality of opportunity in matters of public employment.—(1) 
There shall be equality of opportunity for all citizens in matters relating to 
employment or appointment to any office under the State. 
(2) No citizen shall, on grounds only of religion, race, caste, sex, descent, 
place of birth, residence or any of them, be ineligible for, or discriminated against 
in respect of, any employment or office under the State.
(3) Nothing in this article shall prevent Parliament from making any law 
prescribing, in regard to a class or classes of employment or appointment to an 
office 1[under the Government of, or any local or other authority within, a State 
or Union territory, any requirement as to residence within that State or Union 
territory] prior to such employment or appointment.
(4) Nothing in this article shall prevent the State from making any 
provision for the reservation of appointments or posts in favour of any 
backward class of citizens which, in the opinion of the State, is not adequately 
represented in the services under the State.
2[(4A) Nothing in this article shall prevent the State from making any 
provision for reservation 3[in matters of promotion, with consequential 
seniority, to any class] or classes of posts in the services under the State in 
favour of the Scheduled Castes and the Scheduled Tribes which, in the opinion 
of the State, are not adequately represented in the services under the State.]
4[(4B) Nothing in this article shall prevent the State from considering 
any unfilled vacancies of a year which are reserved for being filled up in that 
year in accordance with any provision for reservation made under clause (4) or 
clause (4A) as a separate class of vacancies to be filled up in any succeeding 
year or years and such class of vacancies shall not be considered together with 
the vacancies of the year in which they are being filled up for determining the 
ceiling of fifty per cent. reservation on total number of vacancies of that year.]"
CONST_1950_Art17,CONST_1950,17,17. Abolition of Untouchability,"17. Abolition of Untouchability.—“Untouchability” is abolished and its 
practice in any form is forbidden. The enforcement of any disability arising out 
of “Untouchability” shall be an offence punishable in accordance with law."
CONST_1950_Art18,CONST_1950,18,18. Abolition of titles,"18. Abolition of titles.—(1) No title, not being a military or academic 
distinction, shall be conferred by the State.
(2) No citizen of India shall accept any title from any foreign State.
(3) No person who is not a citizen of India shall, while he holds any 
office of profit or trust under the State, accept without the consent of the 
President any title from any foreign State.
(4) No person holding any office of profit or trust under the State shall, 
without the consent of the President, accept any present, emolument, or office 
of any kind from or under any foreign State.
Right to Freedom"
CONST_1950_Art19,CONST_1950,19,"19. Protection of certain rights regarding freedom of speech, etc","19. Protection of certain rights regarding freedom of speech, etc.—
(1) All citizens shall have the right—
(a) to freedom of speech and expression;
(b) to assemble peaceably and without arms;
(c) to form associations or unions 2[or co-operative societies];
(d) to move freely throughout the territory of India;"
CONST_1950_Art20,CONST_1950,20,20. Protection in respect of conviction for offences,"20. Protection in respect of conviction for offences.—(1) No person 
shall be convicted of any offence except for violation of a law in force at the 
time of the commission of the Act charged as an offence, nor be subjected to a 
penalty greater than that which might have been inflicted under the law in force 
at the time of the commission of the offence.
(2) No person shall be prosecuted and punished for the same offence 
more than once.
(3) No person accused of any offence shall be compelled to be a witness 
against himself."
CONST_1950_Art21,CONST_1950,21,21. Protection of life and personal liberty,"21. Protection of life and personal liberty.—No person shall be 
deprived of his life or personal liberty except according to procedure 
established by law.
2[21A. Right to education.—The State shall provide free and 
compulsory education to all children of the age of six to fourteen years in such 
manner as the State may, by law, determine.]"
CONST_1950_Art22,CONST_1950,22,22. Protection against arrest and detention in certain cases,"22. Protection against arrest and detention in certain cases.—(1) No 
person who is arrested shall be detained in custody without being informed, as 
soon as may be, of the grounds for such arrest nor shall he be denied the right 
to consult, and to be defended by, a legal practitioner of his choice."
CONST_1950_Art23,CONST_1950,23,23. Prohibition of traffic in human beings and forced labour,"23. Prohibition of traffic in human beings and forced labour.—(1) 
Traffic in human beings and begar and other similar forms of forced labour are 
prohibited and any contravention of this provision shall be an offence 
punishable in accordance with law.
(2) Nothing in this article shall prevent the State from imposing 
compulsory service for public purposes, and in imposing such service the State 
shall not make any discrimination on grounds only of religion, race, caste or 
class or any of them."
