section_id,act_id,chapter_id,section_number,heading,full_text
BNSS_2023_s177,BNSS_2023,BNSS_2023_CH_XIII,177,Report how submitted,"Report how submitted.—(1) Every report sent to a Magistrate under section 176 shall, if the State 
Government so directs, be submitted through such superior officer of police as the State Government, by 
general or special order, appoints in that behalf. 
(2) Such superior officer may give such instructions to the officer in charge of the police station as he 
thinks fit, and shall, after recording such instructions on such report, transmit the same without delay to the"
BNSS_2023_s178,BNSS_2023,BNSS_2023_CH_XIII,178,Power to hold investigation or preliminary inquiry,"Power to hold investigation or preliminary inquiry.—The Magistrate, on receiving a report 
under section 176, may direct an investigation, or, if he thinks fit, at once proceed, or depute any Magistrate 
subordinate to him to proceed, to hold a preliminary inquiry into, or otherwise to dispose of, the case in the 
manner provided in this Sanhita."
BNSS_2023_s179,BNSS_2023,BNSS_2023_CH_XIII,179,Police officer's power to require attendance of witnesses,"Police officer's power to require attendance of witnesses.—(1) Any police officer making an 
investigation under this Chapter may, by order in writing, require the attendance before himself of any 
person being within the limits of his own or any adjoining station who, from the information given or 
otherwise, appears to be acquainted with the facts and circumstances of the case; and such person shall 
attend as so required: 
Provided that no male person under the age of fifteen years or above the age of sixty years or a woman 
or a mentally or physically disabled person or a person with acute illness shall be required to attend at any 
place other than the place in which such person resides: 
Provided further that if such person is willing to attend at the police station, such person may be 
permitted so to do.

(2) The State Government may, by rules made in this behalf, provide for the payment by the police 
officer of the reasonable expenses of every person, attending under sub-section (1) at any place other than 
his residence."
BNSS_2023_s180,BNSS_2023,BNSS_2023_CH_XIII,180,Examination of witnesses by police,"Examination of witnesses by police.—(1) Any police officer making an investigation under this 
Chapter, or any police officer not below such rank as the State Government may, by general or special 
order, prescribe in this behalf, acting on the requisition of such officer, may examine orally any person 
supposed to be acquainted with the facts and circumstances of the case. 
(2) Such person shall be bound to answer truly all questions relating to such case put to him by such 
officer, other than questions the answers to which would have a tendency to expose him to a criminal charge 
or to a penalty or forfeiture. 
(3) The police officer may reduce into writing any statement made to him in the course of an 
examination under this section; and if he does so, he shall make a separate and true record of the statement 
of each such person whose statement he records: 
Provided that statement made under this sub-section may also be recorded by audio-video electronic 
means: 
Provided further that the statement of a woman against whom an offence under section 64, section 65, 
section 66, section 67, section 68, section 69, section 70, section 71, section 74, section 75, section 76, 
section 77, section 78, section 79 or section 124 of the Bharatiya Nyaya Sanhita, 2023 is alleged to have 
been committed or attempted, shall be recorded, by a woman police officer or any woman officer."
BNSS_2023_s181,BNSS_2023,BNSS_2023_CH_XIII,181,Statements to police and use thereof,"Statements to police and use thereof.—(1) No statement made by any person to a police officer 
in the course of an investigation under this Chapter, shall, if reduced to writing, be signed by the person 
making it; nor shall any such statement or any record thereof, whether in a police diary or otherwise, or any 
part of such statement or record, be used for any purpose, save as hereinafter provided, at any inquiry or 
trial in respect of any offence under investigation at the time when such statement was made: 
Provided that when any witness is called for the prosecution in such inquiry or trial whose statement 
has been reduced into writing as aforesaid, any part of his statement, if duly proved, may be used by the 
accused, and with the permission of the Court, by the prosecution, to contradict such witness in the manner 
provided by section 148 of the Bharatiya Sakshya Adhiniyam, 2023; and when any part of such statement 
is so used, any part thereof may also be used in the re-examination of such witness, but for the purpose only 
of explaining any matter referred to in his cross-examination. 
(2) Nothing in this section shall be deemed to apply to any statement falling within the provisions of 
clause (a) of section 26 of the Bharatiya Sakshya Adhiniyam, 2023; or to affect the provisions of the proviso 
to sub-section (2) of section 23 of that Adhiniyam. 
Explanation.—An omission to state a fact or circumstance in the statement referred to in 
sub-section (1) may amount to contradiction if the same appears to be significant and otherwise relevant 
having regard to the context in which such omission occurs and whether any omission amounts to a 
contradiction in the particular context shall be a question of fact."
BNSS_2023_s182,BNSS_2023,BNSS_2023_CH_XIII,182,No inducement to be offered,"No inducement to be offered.—(1) No police officer or other person in authority shall offer or 
make, or cause to be offered or made, any such inducement, threat or promise as is mentioned in 
section 22 of the Bharatiya Sakshya Adhiniyam, 2023. 
(2) But no police officer or other person shall prevent, by any caution or otherwise, any person from 
making in the course of any investigation under this Chapter any statement which he may be disposed to 
make of his own free will: 
Provided that nothing in this sub-section shall affect the provisions of sub-section (4) of section 183."
BNSS_2023_s183,BNSS_2023,BNSS_2023_CH_XIII,183,Recording of confessions and statements,"Recording of confessions and statements.—(1) Any Magistrate of the District in which the 
information about commission of any offence has been registered, may, whether or not he has jurisdiction 
in the case, record any confession or statement made to him in the course of an investigation under this 
Chapter or under any other law for the time being in force, or at any time afterwards but before the 
commencement of the inquiry or trial: 
Provided that any confession or statement made under this sub-section may also be recorded by audiovideo electronic means in the presence of the advocate of the person accused of an offence: 
Provided further that no confession shall be recorded by a police officer on whom any power of a 
Magistrate has been conferred under any law for the time being in force. 
(2) The Magistrate shall, before recording any such confession, explain to the person making it that he 
is not bound to make a confession and that, if he does so, it may be used as evidence against him; and the 
Magistrate shall not record any such confession unless, upon questioning the person making it, he has 
reason to believe that it is being made voluntarily. 
(3) If at any time before the confession is recorded, the person appearing before the Magistrate states 
that he is not willing to make the confession, the Magistrate shall not authorise the detention of such person 
in police custody. 
(4) Any such confession shall be recorded in the manner provided in section 316 for recording the 
examination of an accused person and shall be signed by the person making the confession; and the 
Magistrate shall make a memorandum at the foot of such record to the following effect:— 
“I have explained to (name) that he is not bound to make a confession and that, if he does so, any 
confession he may make may be used as evidence against him and I believe that this confession was 
voluntarily made. It was taken in my presence and hearing, and was read over to the person making it 
and admitted by him to be correct, and it contains a full and true account of the statement made by him. 
(Signed) A. B. 
Magistrate.”. 
(5) Any statement (other than a confession) made under sub-section (1) shall be recorded in such 
manner hereinafter provided for the recording of evidence as is, in the opinion of the Magistrate, best fitted 
to the circumstances of the case; and the Magistrate shall have power to administer oath to the person whose 
statement is so recorded. 
(6) (a) In cases punishable under section 64, section 65, section 66, section 67, section 68, section 69, 
section 70, section 71, section 74, section 75, section 76, section 77, section 78, section 79 or section 124 
of the Bharatiya Nyaya Sanhita, 2023, the Magistrate shall record the statement of the person against whom 
such offence has been committed in the manner specified in sub-section (5), as soon as the commission of 
the offence is brought to the notice of the police: 
Provided that such statement shall, as far as practicable, be recorded by a woman Magistrate and in her 
absence by a male Magistrate in the presence of a woman: 
Provided further that in cases relating to the offences punishable with imprisonment for ten years or 
more or with imprisonment for life or with death, the Magistrate shall record the statement of the witness 
brought before him by the police officer: 
Provided also that if the person making the statement is temporarily or permanently, mentally or 
physically disabled, the Magistrate shall take the assistance of an interpreter or a special educator in 
recording the statement:

Provided also that if the person making the statement is temporarily or permanently, mentally or 
physically disabled, the statement made by the person, with the assistance of an interpreter or a special 
educator, shall be recorded through audio-video electronic means preferably by mobile phone; 
(b) a statement recorded under clause (a) of a person, who is temporarily or permanently, mentally or 
physically disabled, shall be considered a statement in lieu of examination-in-chief, as specified in section 
142 of the Bharatiya Sakshya Adhiniyam, 2023 such that the maker of the statement can be cross-examined 
on such statement, without the need for recording the same at the time of trial. 
(7) The Magistrate recording a confession or statement under this section shall forward it to the 
Magistrate by whom the case is to be inquired into or tried."
BNSS_2023_s184,BNSS_2023,BNSS_2023_CH_XIII,184,Medical examination of victim of rape,"Medical examination of victim of rape.—(1) Where, during the stage when an offence of 
committing rape or attempt to commit rape is under investigation, it is proposed to get the person of the 
woman with whom rape is alleged or attempted to have been committed or attempted, examined 
by a medical expert, such examination shall be conducted by a registered medical practitioner employed in 
a hospital run by the Government or a local authority and in the absence of such a practitioner, by any other 
registered medical practitioner, with the consent of such woman or of a person competent to give such 
consent on her behalf and such woman shall be sent to such registered medical practitioner within 
twenty-four hours from the time of receiving the information relating to the commission of such offence. 
(2) The registered medical practitioner, to whom such woman is sent, shall, without delay, examine her 
person and prepare a report of his examination giving the following particulars, namely:— 
(i) the name and address of the woman and of the person by whom she was brought; 
(ii) the age of the woman; 
(iii) the description of material taken from the person of the woman for DNA profiling; 
(iv) marks of injury, if any, on the person of the woman; 
(v) general mental condition of the woman; and 
(vi) other material particulars in reasonable detail. 
(3) The report shall state precisely the reasons for each conclusion arrived at. 
(4) The report shall specifically record that the consent of the woman or of the person competent to 
give such consent on her behalf to such examination had been obtained. 
(5) The exact time of commencement and completion of the examination shall also be noted in the 
(6) The registered medical practitioner shall, within a period of seven days forward the report to the 
investigating officer who shall forward it to the Magistrate referred to in section 193 as part of the 
documents referred to in clause (a) of sub-section (6) of that section. 
(7) Nothing in this section shall be construed as rendering lawful any examination without the consent 
of the woman or of any person competent to give such consent on her behalf. 
Explanation.—For the purposes of this section, “examination” and “registered medical practitioner” 
shall have the same meanings as respectively assigned to them in section 51."
BNSS_2023_s185,BNSS_2023,BNSS_2023_CH_XIII,185,Search by police officer,"Search by police officer.—(1) Whenever an officer in charge of a police station or a police officer 
making an investigation has reasonable grounds for believing that anything necessary for the purposes of 
an investigation into any offence which he is authorised to investigate may be found in any place within the 
limits of the police station of which he is in charge, or to which he is attached, and that such thing cannot 
in his opinion be otherwise obtained without undue delay, such officer may, after recording in writing the 
grounds of his belief in the case-diary and specifying in such writing, so far as possible, the thing for which

has not been released on bail or his bail has been cancelled, authorise, from time to time, the detention of 
the accused in such custody as such Magistrate thinks fit, for a term not exceeding fifteen days in the whole, 
or in parts, at any time during the initial forty days or sixty days out of detention period of sixty days or 
ninety days, as the case may be, as provided in sub-section (3), and if he has no jurisdiction to try the case 
or commit it for trial, and considers further detention unnecessary, he may order the accused to be forwarded 
to a Magistrate having such jurisdiction. 
(3) The Magistrate may authorise the detention of the accused person, beyond the period of fifteen days, 
if he is satisfied that adequate grounds exist for doing so, but no Magistrate shall authorise the detention of 
the accused person in custody under this sub-section for a total period exceeding— 
(i) ninety days, where the investigation relates to an offence punishable with death, imprisonment 
for life or imprisonment for a term of ten years or more; 
(ii) sixty days, where the investigation relates to any other offence, and, on the expiry of the said 
period of ninety days, or sixty days, as the case may be, the accused person shall be released on bail if 
he is prepared to and does furnish bail, and every person released on bail under this sub-section shall 
be deemed to be so released under the provisions of Chapter XXXV for the purposes of that Chapter. 
(4) No Magistrate shall authorise detention of the accused in custody of the police under this section 
unless the accused is produced before him in person for the first time and subsequently every time till the 
accused remains in the custody of the police, but the Magistrate may extend further detention in judicial 
custody on production of the accused either in person or through the audio-video electronic means. 
(5) No Magistrate of the second class, not specially empowered in this behalf by the High Court, shall 
authorise detention in the custody of the police. 
Explanation I.—For the avoidance of doubts, it is hereby declared that, notwithstanding the expiry of 
the period specified in sub-section (3), the accused shall be detained in custody so long as he does not 
furnish bail. 
Explanation II.—If any question arises whether an accused person was produced before the Magistrate 
as required under sub-section (4), the production of the accused person may be proved by his signature on 
the order authorising detention or by the order certified by the Magistrate as to production of the accused 
person through the audio-video electronic means, as the case may be: 
Provided that in case of a woman under eighteen years of age, the detention shall be authorised to be 
in the custody of a remand home or recognised social institution: 
Provided further that no person shall be detained otherwise than in police station under police custody 
or in prison under judicial custody or a place declared as prison by the Central Government or the State 
(6) Notwithstanding anything contained in sub-section (1) to sub-section (5), the officer in charge of 
the police station or the police officer making the investigation, if he is not below the rank of a 
sub-inspector, may, where a Magistrate is not available, transmit to the nearest Executive Magistrate, on 
whom the powers of a Magistrate have been conferred, a copy of the entry in the diary hereinafter specified 
relating to the case, and shall, at the same time, forward the accused to such Executive Magistrate, and 
thereupon such Executive Magistrate, may, for reasons to be recorded in writing, authorise the detention of 
the accused person in such custody as he may think fit for a term not exceeding seven days in the aggregate; 
and, on the expiry of the period of detention so authorised, the accused person shall be released on bail 
except where an order for further detention of the accused person has been made by a Magistrate competent 
to make such order; and, where an order for such further detention is made, the period during which the 
accused person was detained in custody under the orders made by an Executive Magistrate under this subsection, shall be taken into account in computing the period specified in sub-section (3):

Provided that before the expiry of the period aforesaid, the Executive Magistrate shall transmit to the 
nearest Judicial Magistrate the records of the case together with a copy of the entries in the diary relating 
to the case which was transmitted to him by the officer in charge of the police station or the police officer 
making the investigation, as the case may be. 
(7) A Magistrate authorising under this section detention in the custody of the police shall record his 
reasons for so doing. 
(8) Any Magistrate other than the Chief Judicial Magistrate making such order shall forward a copy of 
his order, with his reasons for making it, to the Chief Judicial Magistrate. 
(9) If in any case triable by a Magistrate as a summons-case, the investigation is not concluded within 
a period of six months from the date on which the accused was arrested, the Magistrate shall make an order 
stopping further investigation into the offence unless the officer making the investigation satisfies the 
Magistrate that for special reasons and in the interests of justice the continuation of the investigation beyond 
the period of six months is necessary. 
(10) Where any order stopping further investigation into an offence has been made under 
sub-section (9), the Sessions Judge may, if he is satisfied, on an application made to him or otherwise, that 
further investigation into the offence ought to be made, vacate the order made under sub-section (9) and 
direct further investigation to be made into the offence subject to such directions with regard to bail and 
other matters as he may specify."
BNSS_2023_s188,BNSS_2023,BNSS_2023_CH_XIII,188,Report of investigation by subordinate police officer,"Report of investigation by subordinate police officer.—When any subordinate police officer 
has made any investigation under this Chapter, he shall report the result of such investigation to the officer 
in charge of the police station."
BNSS_2023_s189,BNSS_2023,BNSS_2023_CH_XIII,189,Release of accused when evidence deficient,"Release of accused when evidence deficient.—If, upon an investigation under this Chapter, it 
appears to the officer in charge of the police station that there is not sufficient evidence or reasonable round 
of suspicion to justify the forwarding of the accused to a Magistrate, such officer shall, if such person is in 
custody, release him on his executing a bond or bail bond, as such officer may direct, to appear, if and when 
so required, before a Magistrate empowered to take cognizance of the offence on a police report, and to try 
the accused or commit him for trial."
BNSS_2023_s190,BNSS_2023,BNSS_2023_CH_XIII,190,"Cases to be sent to Magistrate, when evidence is sufficient","Cases to be sent to Magistrate, when evidence is sufficient.—(1) If, upon an investigation under 
this Chapter, it appears to the officer in charge of the police station that there is sufficient evidence or 
reasonable ground as aforesaid, such officer shall forward the accused under custody to a Magistrate 
empowered to take cognizance of the offence upon a police report and to try the accused or commit him for 
trial, or, if the offence is bailable and the accused is able to give security, shall take security from him for 
his appearance before such Magistrate on a day fixed and for his attendance from day to day before such 
Magistrate until otherwise directed: 
Provided that if the accused is not in custody, the police officer shall take security from such person for 
his appearance before the Magistrate and the Magistrate to whom such report is forwarded shall not refuse 
to accept the same on the ground that the accused is not taken in custody. 
(2) When the officer in charge of a police station forwards an accused person to a Magistrate or takes 
security for his appearance before such Magistrate under this section, he shall send to such Magistrate any 
weapon or other article which it may be necessary to produce before him, and shall require the complainant 
(if any) and so many of the persons who appear to such officer to be acquainted with the facts and 
circumstances of the case as he may think necessary, to execute a bond to appear before the Magistrate as 
thereby directed and prosecute or give evidence (as the case may be) in the matter of the charge against the 
accused."
BNSS_2023_s194,BNSS_2023,BNSS_2023_CH_XIII,194,"Police to enquire and report on suicide, etc","Police to enquire and report on suicide, etc.—(1) When the officer in charge of a police station 
or some other police officer specially empowered by the State Government in that behalf receives 
information that a person has committed suicide, or has been killed by another or by an animal or by 
machinery or by an accident, or has died under circumstances raising a reasonable suspicion that some other 
person has committed an offence, he shall immediately give intimation thereof to the nearest Executive 
Magistrate empowered to hold inquests, and, unless otherwise directed by any rule made by the State 
Government, or by any general or special order of the District or Sub-divisional Magistrate, shall proceed 
to the place where the body of such deceased person is, and there, in the presence of two or more respectable 
inhabitants of the neighbourhood, shall make an investigation, and draw up a report of the apparent cause 
of death, describing such wounds, fractures, bruises, and other marks of injury as may be found on the body, 
and stating in what manner, or by what weapon or instrument (if any), such marks appear to have been 
inflicted. 
(2) The report shall be signed by such police officer and other persons, or by so many of them as concur 
therein, and shall be forwarded to the District Magistrate or the Sub-divisional Magistrate within twentyfour hours. 
(3) When— 
(i) the case involves suicide by a woman within seven years of her marriage; or 
(ii) the case relates to the death of a woman within seven years of her marriage in any circumstances 
raising a reasonable suspicion that some other person committed an offence in relation to such 
woman; or 
(iii) the case relates to the death of a woman within seven years of her marriage and any relative of 
the woman has made a request in this behalf; or 
(iv) there is any doubt regarding the cause of death; or 
(v) the police officer for any other reason considers it expedient so to do, 
 he shall, subject to such rules as the State Government may prescribe in this behalf, forward the body, with 
a view to its being examined, to the nearest Civil Surgeon, or other qualified medical person appointed in 
this behalf by the State Government, if the state of the weather and the distance admit of its being so 
forwarded without risk of such putrefaction on the road as would render such examination useless. 
(4) The following Magistrates are empowered to hold inquests, namely, any District Magistrate or Subdivisional Magistrate and any other Executive Magistrate specially empowered in this behalf by the State 
Government or the District Magistrate."
BNSS_2023_s195,BNSS_2023,BNSS_2023_CH_XIII,195,Power to summon persons,"Power to summon persons.—(1) A police officer proceeding under section 194 may, by order in 
writing, summon two or more persons as aforesaid for the purpose of the said investigation, and any other 
person who appears to be acquainted with the facts of the case and every person so summoned shall be 
bound to attend and to answer truly all questions other than questions the answers to which would have a 
tendency to expose him to a criminal charge or to a penalty or forfeiture: 
Provided that no male person under the age of fifteen years or above the age of sixty years or a woman 
or a mentally or physically disabled person or a person with acute illness shall be required to attend at any 
place other than the place where such person resides: 
Provided further that if such person is willing to attend and answer at the police station, such person 
may be permitted so to do. 
(2) If the facts do not disclose a cognizable offence to which section 190 applies, such persons shall not 
be required by the police officer to attend a Magistrate's Court."
BNSS_2023_s196,BNSS_2023,BNSS_2023_CH_XIII,196,Inquiry by Magistrate into cause of death,"Inquiry by Magistrate into cause of death.—(1) When the case is of the nature referred to in 
clause (i) or clause (ii) of sub-section (3) of section 194, the nearest Magistrate empowered to hold inquests 
shall, and in any other case mentioned in sub-section (1) of section 194, any Magistrate so empowered may 
hold an inquiry into the cause of death either instead of, or in addition to, the investigation held by the 
police officer; and if he does so, he shall have all the powers in conducting it which he would have in 
holding an inquiry into an offence. 
(2) Where,— 
(a) any person dies or disappears; or 
(b) rape is alleged to have been committed on any woman, while such person or woman is in the 
custody of the police or in any other custody authorisedby the Magistrate or the Court, under this 
Sanhita in addition to the inquiry or investigation held by the police, an inquiry shall be held by the 
Magistrate within whose local jurisdiction the offence has been committed. 
(3) The Magistrate holding such an inquiry shall record the evidence taken by him in connection 
therewith in any manner hereinafter specified according to the circumstances of the case. 
(4) Whenever such Magistrate considers it expedient to make an examination of the dead body of any 
person who has been already interred, in order to discover the cause of his death, the Magistrate may cause 
the body to be disinterred and examined. 
(5) Where an inquiry is to be held under this section, the Magistrate shall, wherever practicable, inform 
the relatives of the deceased whose names and addresses are known, and shall allow them to remain present 
at the inquiry. 
(6) The Magistrate or the Executive Magistrate or the police officer holding an inquiry or investigation 
under sub-section (2) shall, within twenty-four hours of the death of a person, forward the body with a view 
to its being examined to the nearest Civil Surgeon or other qualified medical person appointed in this behalf 
by the State Government, unless it is not possible to do so for reasons to be recorded in writing. 
Explanation.—In this section, the expression ""relative"" means parents, children, brothers, sisters and 
spouse. 
CHAPTER XIV 
JURISDICTION OF THE CRIMINAL COURTS IN INQUIRIES AND TRIALS"
BNSS_2023_s197,BNSS_2023,BNSS_2023_CH_XIV,197,Ordinary place of inquiry and trial,"Ordinary place of inquiry and trial.—Every offence shall ordinarily be inquired into and tried 
by a Court within whose local jurisdiction it was committed."
BNSS_2023_s198,BNSS_2023,BNSS_2023_CH_XIV,198,Place of inquiry or trial,"Place of inquiry or trial.—(a) When it is uncertain in which of several local areas an offence was 
committed; or 
(b) where an offence is committed partly in one local area and partly in another; or 
(c) where an offence is a continuing one, and continues to be committed in more local areas than 
one; or 
(d) where it consists of several acts done in different local areas, it may be inquired into or tried by a 
Court having jurisdiction over any of such local areas."
BNSS_2023_s199,BNSS_2023,BNSS_2023_CH_XIV,199,Offence triable where act is done or consequence ensues,"Offence triable where act is done or consequence ensues.—When an act is an offence by reason 
of anything which has been done and of a consequence which has ensued, the offence may be inquired into 
or tried by a Court within whose local jurisdiction such thing has been done or such consequence has 
ensued."
BNSS_2023_s200,BNSS_2023,BNSS_2023_CH_XIV,200,Place of trial where act is an offence by reason of relation to other offence,"Place of trial where act is an offence by reason of relation to other offence.—When an act is 
an offence by reason of its relation to any other act which is also an offence or which would be an offence 
if the doer were capable of committing an offence, the first-mentioned offence may be inquired into or tried 
by a Court within whose local jurisdiction either act was done."
BNSS_2023_s201,BNSS_2023,BNSS_2023_CH_XIV,201,Place of trial in case of certain offences,"Place of trial in case of certain offences.—(1) Any offence of dacoity, or of dacoity with murder, 
of belonging to a gang of dacoits, or of escaping from custody, may be inquired into or tried by a Court 
within whose local jurisdiction the offence was committed or the accused person is found. 
(2) Any offence of kidnapping or abduction of a person may be inquired into or tried by a Court within 
whose local jurisdiction the person was kidnapped or abducted or was conveyed or concealed or detained. 
(3) Any offence of theft, extortion or robbery may be inquired into or tried by a Court within whose 
local jurisdiction the offence was committed or the stolen property which isthe subject of the offence was 
possessed by any person committing it or by any person who received or retained such property knowing 
or having reason to believe it to be stolen property. 
(4) Any offence of criminal misappropriation or of criminal breach of trust may be inquired into or tried 
by a Court within whose local jurisdiction the offence was committed or any part of the property which is 
the subject of the offence was received or retained, or was required to be returned or accounted for, by the 
accused person. 
(5) Any offence which includes the possession of stolen property may be inquired into or tried by a 
Court within whose local jurisdiction the offence was committed or the stolen property was possessed by 
any person who received or retained it knowing or having reason to believe it to be stolen property."
BNSS_2023_s202,BNSS_2023,BNSS_2023_CH_XIV,202,"Offences committed by means of electronic communications, letters, etc","Offences committed by means of electronic communications, letters, etc.—(1) Any offence 
which includes cheating, may, if the deception is practised by means of electronic communications or letters 
or telecommunication messages, be inquired into or tried by any Court within whose local jurisdiction such 
electronic communications or letters or messages were sent or were received; and any offence of cheating 
and dishonestly inducing delivery of property may be inquired into or tried by a Court within whose local 
jurisdiction the property was delivered by the person deceived or was received by the accused person. 
(2) Any offence punishable under section 82 of the Bharatiya Nyaya Sanhita, 2023 may be inquired 
into or tried by a Court within whose local jurisdiction the offence was committed or the offender last 
resided with his or her spouse by the first marriage, or the wife by the first marriage has taken up permanent 
residence after the commission of the offence."
BNSS_2023_s203,BNSS_2023,BNSS_2023_CH_XIV,203,Offence committed on journey or voyage,"Offence committed on journey or voyage.—When an offence is committed whilst the person by 
or against whom, or the thing in respect of which, the offence is committed is in the course of performing 
a journey or voyage, the offence may be inquired into or tried by a Court through or into whose local 
jurisdiction that person or thing passed in the course of that journey or voyage."
BNSS_2023_s204,BNSS_2023,BNSS_2023_CH_XIV,204,Place of trial for offences triable together,"Place of trial for offences triable together.—Where— 
(a) the offences committed by any person are such that he may be charged with, and tried at one 
trial for, each such offence by virtue of the provisions of section 242, section 243 or section 244; or 
(b) the offence or offences committed by several persons are such that they may be charged with 
and tried together by virtue of the provisions of section 246, the offences may be inquired into or tried 
by any Court competent to inquire into or try any of the offences."
BNSS_2023_s205,BNSS_2023,BNSS_2023_CH_XIV,205,Power to order cases to be tried in different sessions divisions,"Power to order cases to be tried in different sessions divisions.—Notwithstanding anything 
contained in the preceding provisions of this Chapter, the State Government may direct that any case or 
class of cases committed for trial in any district may be tried in any sessions division: 
Provided that such direction is not repugnant to any direction previously issued by the High Court or 
the Supreme Court under the Constitution, or under this Sanhita or any other law for the time being in force."
BNSS_2023_s216,BNSS_2023,BNSS_2023_CH_XIV,216,"Procedure for witnesses in case of threatening, etc","Procedure for witnesses in case of threatening, etc.—A witness or any other person may file a 
complaint in relation to an offence under section 232 of the Bharatiya Nyaya Sanhita, 2023."
BNSS_2023_s217,BNSS_2023,BNSS_2023_CH_XIV,217,Prosecution for offences against State and for criminal conspiracy to commit such,"Prosecution for offences against State and for criminal conspiracy to commit such 
offence.—(1) No Court shall take cognizance of— 
(a) any offence punishable under Chapter VII or under section 196, section 299 or sub-section (1) 
of section 353 of the Bharatiya Nyaya Sanhita, 2023; or 
(b) a criminal conspiracy to commit such offence; or 
(c) any such abetment, as is described in section 47 of the Bharatiya Nyaya Sanhita, 2023, except 
with the previous sanction of the Central Government or of the State Government. 
(2) No Court shall take cognizance of— 
(a) any offence punishable under section 197 or sub-section (2) or sub-section (3) of section 353 
of the Bharatiya Nyaya Sanhita, 2023; or 
(b) a criminal conspiracy to commit such offence, except with the previous sanction of the Central 
Government or of the State Government or of the District Magistrate. 
(3) No Court shall take cognizance of the offence of any criminal conspiracy punishable under 
sub-section (2) of section 61 of the Bharatiya Nyaya Sanhita, 2023, other than a criminal conspiracy to 
commit an offence punishable with death, imprisonment for life or rigorous imprisonment for a term of two 
years or upwards, unless the State Government or the District Magistrate has consented in writing to the 
initiation of the proceedings: 
Provided that where the criminal conspiracy is one to which the provisions of section 215 apply, no 
such consent shall be necessary. 
(4) The Central Government or the State Government may, before according sanction under 
sub-section (1) or sub-section (2) and the District Magistrate may, before according sanction under 
sub-section (2) and the State Government or the District Magistrate may, before giving consent under 
sub-section (3), order a preliminary investigation by a police officer not being below the rank of Inspector, 
in which case such police officer shall have the powers referred to in sub-section (3) of section 174."
BNSS_2023_s218,BNSS_2023,BNSS_2023_CH_XIV,218,Prosecution of Judges and public servants,"Prosecution of Judges and public servants.—(1) When any person who is or was a Judge or 
Magistrate or a public servant not removable from his office save by or with the sanction of the Government 
is accused of any offence alleged to have been committed by him while acting or purporting to act in the 
discharge of his official duty, no Court shall take cognizance of such offence except with the previous 
sanction save as otherwise provided in the Lokpal and Lokayuktas Act, 2013 (1 of 2014)— 
(a) in the case of a person who is employed or, as the case may be, was at the time of commission 
of the alleged offence employed, in connection with the affairs of the Union, of the Central 
(b) in the case of a person who is employed or, as the case may be, was at the time of commission 
of the alleged offence employed, in connection with the affairs of a State, of the State Government: 
Provided that where the alleged offence was committed by a person referred to in clause (b) during the 
period while a Proclamation issued under clause (1) of article 356 of the Constitution was in force in a 
State, clause (b) will apply as if for the expression ""State Government"" occurring therein, the expression 
“Central Government” were substituted: 
Provided further that such Government shall take a decision within a period of one hundred and twenty 
days from the date of the receipt of the request for sanction and in case it fails to do so, the sanction shall 
be deemed to have been accorded by such Government:

(4) The authorisation referred to in clause (b) of the proviso to sub-section (1), shall be in writing, shall 
be signed or otherwise attested by the husband, shall contain a statement to the effect that he has been 
informed of the allegations upon which the complaint is to be founded, shall be countersigned by his 
Commanding Officer, and shall be accompanied by a certificate signed by that Officer to the effect that 
leave of absence for the purpose of making a complaint in person cannot for the time being be granted to 
the husband. 
(5) Any document purporting to be such an authorisation and complying with the provisions of 
sub-section (4), and any document purporting to be a certificate required by that sub-section shall, unless 
the contrary is proved, be presumed to be genuine and shall be received in evidence. 
(6) No Court shall take cognizance of an offence under section 64 of the Bharatiya Nyaya Sanhita, 
2023, where such offence consists of sexual intercourse by a man with his own wife, the wife being under 
eighteen years of age, if more than one year has elapsed from the date of the commission of the offence."
BNSS_2023_s220,BNSS_2023,BNSS_2023_CH_XIV,220,"Prosecution of offences under section 85 of Bharatiya Nyaya Sanhita, 2023","Prosecution of offences under section 85 of Bharatiya Nyaya Sanhita, 2023.— No Court shall 
take cognizance of an offence punishable under section 85 of the Bharatiya Nyaya Sanhita, 2023 except 
upon a police report of facts which constitute such offence or upon a complaint made by the person 
aggrieved by the offence or by her father, mother, brother, sister or by her father’s or mother’s brother or 
sister or, with the leave of the Court, by any other person related to her by blood, marriage or adoption."
BNSS_2023_s221,BNSS_2023,BNSS_2023_CH_XIV,221,Cognizance of offence,"Cognizance of offence.— No Court shall take cognizance of an offence punishable under 
section 67 of the Bharatiya Nyaya Sanhita, 2023 where the persons are in a marital relationship, except 
upon prima facie satisfaction of the facts which constitute the offence upon a complaint having been filed 
or made by the wife against the husband."
